ca_num,ca_name,bars_undersupply,gyms_undersupply,shops_undersupply,schools_undersupply,combined_opportunity_index,overall_rank
65,WEST LAWN,0.8004224706562244,0.6951406649616367,0.8571428571428572,0.7285755785804203,0.7722409917581357,49
67,WEST ENGLEWOOD,0.8331141268607639,0.7393542199488491,0.9142857142857144,0.4729350246925535,0.7712521863181955,50
4,LINCOLN SQUARE,0.9575835475578408,0.7383312020460358,0.7428571428571429,0.4691585165101191,0.7648624880719666,51
60,BRIDGEPORT,0.9583308423506904,0.7028132992327366,0.7142857142857143,0.5758690810496756,0.763295033203908,52
27,EAST GARFIELD PARK,0.8149698092903688,0.7263427109974424,0.9428571428571428,0.4183209063619637,0.7608561777549235,53
71,AUBURN GRESHAM,0.8162551563340708,0.7429667519181585,0.9428571428571428,0.3651592911784642,0.7582547518667241,54
68,ENGLEWOOD,0.8192841912277554,0.7536764705882352,0.9714285714285714,0.2880797908395468,0.757957310027872,55
69,GREATER GRAND CROSSING,0.8171419461549192,0.6978900255754475,0.8571428571428572,0.5161227849327007,0.7462137235447294,56
44,CHATHAM,0.826836850600825,0.6870843989769821,0.8285714285714285,0.5463348503921758,0.7432694595750258,57
7,LINCOLN PARK,0.7352384368585719,0.8783567774936062,0.8,0.3539266001743004,0.7371675543317986,58
14,ALBANY PARK,0.9079133536597516,0.6956521739130436,0.7142857142857143,0.4648010070688487,0.7293612379035945,59
29,NORTH LAWNDALE,0.8107251748669815,0.7327365728900255,0.9428571428571428,0.124043768761499,0.7173593753556127,60
58,BRIGHTON PARK,0.8527829258085731,0.6403772378516625,0.7428571428571429,0.4186114069913818,0.6964540458610636,61
70,ASHBURN,0.8613519060999183,0.6253516624040921,0.7142857142857143,0.4645105064394306,0.6942590750885463,62
6,LAKE VIEW,0.6698750523106355,0.8756393861892584,0.7428571428571429,0.2304638326716375,0.6839381921649995,63
15,PORTAGE PARK,0.8220242721348717,0.6118925831202046,0.657142857142857,0.5596978793454053,0.6784154527640479,64
31,LOWER WEST SIDE,0.8193140830194696,0.6248721227621483,0.657142857142857,0.2841096155708337,0.6401580183558246,65
30,SOUTH LAWNDALE,0.910264841274586,0.6349104859335039,0.657142857142857,0.0,0.6278383124481413,66
19,BELMONT CRAGIN,0.7809230585281282,0.6013427109974425,0.657142857142857,0.2889512927278008,0.6223081390525556,67
61,NEW CITY,0.8584025826508042,0.5469309462915601,0.5714285714285714,0.3013459862496368,0.6096590994772977,68
2,WEST RIDGE,0.8088718837807138,0.5111892583120204,0.5142857142857142,0.5219327975210614,0.6028796908274081,69
32,LOOP,0.6464099958151492,0.6360294117647058,0.4571428571428571,0.2745230948000388,0.5401960007796767,70
25,AUSTIN,0.8415137203323967,0.4764705882352942,0.4857142857142857,0.0,0.5168238639988787,71
23,HUMBOLDT PARK,0.8339809888204698,0.3964194373401535,0.4,0.2575772247506536,0.507756711560785,72
28,NEAR WEST SIDE,0.573643410852713,0.5471867007672635,0.5142857142857142,0.0,0.4648204620574214,73
24,WEST TOWN,0.5929335804388115,0.3754795396419437,0.2571428571428571,0.0,0.3548096503099408,74
22,LOGAN SQUARE,0.4264960841752854,0.0,0.0,0.3044446596300958,0.1736155241971,75
8,NEAR NORTH SIDE,0.0,0.2226982097186701,0.1428571428571429,0.3282657112423743,0.1517636053162429,76
